city,state,soil_type,N,P,K,temperature,humidity,ph,rainfall,season,month,label
nagpur,maharashtra,black,94,58,52,22.1,36.8,6.7,117.4,Kharif,8,soybean
jaipur,rajasthan,sandy,54,29,34,23.4,37.1,7.6,115.0,Rabi,2,barley
lucknow,uttar_pradesh,alluvial,84,57,55,13.9,54.6,6.7,215.3,Kharif,8,rice
amritsar,punjab,alluvial,83,43,35,17.2,39.5,6.8,42.6,Rabi,12,wheat
siliguri,west_bengal,laterite,81,42,43,18.0,72.2,6.1,236.6,Annual,5,tea
lucknow,uttar_pradesh,alluvial,63,41,65,12.8,78.1,7.1,175.5,Kharif,9,rice
amritsar,punjab,alluvial,83,53,50,7.3,44.2,6.7,115.7,Rabi,2,wheat
madurai,tamil_nadu,loamy,89,33,54,23.7,57.0,6.7,193.0,Kharif,9,groundnut
lucknow,uttar_pradesh,alluvial,96,45,37,10.5,54.8,6.4,239.5,Kharif,8,rice
kochi,kerala,loamy,95,60,57,27.9,83.7,5.8,248.6,Annual,6,coconut
amritsar,punjab,alluvial,115,58,54,13.2,59.6,7.0,96.4,Kharif,7,rice
mahendragarh,haryana,sandy_loam,49,39,24,25.6,23.3,7.5,98.3,Kharif,6,bajra
kochi,kerala,loamy,83,54,52,29.5,79.1,5.6,411.9,Annual,2,banana
mahendragarh,haryana,sandy_loam,39,35,20,18.2,53.0,7.5,39.0,Rabi,12,mustard
nagpur,maharashtra,black,80,54,74,21.6,62.4,6.2,189.3,Kharif,9,soybean
chennai,tamil_nadu,clay,63,58,52,30.3,70.1,6.4,143.9,Annual,5,sugarcane
kochi,kerala,loamy,71,43,49,26.1,75.4,6.1,305.4,Kharif,8,rice
kolkata,west_bengal,alluvial,74,50,52,27.8,77.8,6.8,139.4,Kharif,7,jute
nagpur,maharashtra,black,72,57,69,23.1,53.5,6.3,62.4,Kharif,8,soybean
mahendragarh,haryana,sandy_loam,48,19,30,30.8,35.0,7.0,76.5,Kharif,9,bajra
kolkata,west_bengal,alluvial,70,49,64,20.5,68.5,6.6,222.3,Kharif,7,jute
jodhpur,rajasthan,sandy,51,12,17,25.1,13.1,7.7,60.0,Kharif,7,millets
ludhiana,punjab,alluvial,91,42,43,17.3,42.1,6.9,59.3,Kharif,8,maize
siliguri,west_bengal,laterite,77,29,52,25.7,80.4,5.7,173.0,Kharif,9,maize
lucknow,uttar_pradesh,alluvial,75,31,55,27.8,41.0,7.0,192.5,Rabi,12,wheat
jaipur,rajasthan,sandy,39,39,27,40.9,43.6,7.2,51.9,Kharif,6,bajra
siliguri,west_bengal,laterite,55,41,59,18.8,60.6,6.1,233.0,Kharif,9,maize
ludhiana,punjab,alluvial,107,41,36,14.2,54.7,6.8,62.1,Rabi,12,wheat
kolkata,west_bengal,alluvial,72,36,44,27.5,87.5,6.7,170.7,Annual,3,tea
jodhpur,rajasthan,sandy,30,16,39,35.4,20.0,7.8,28.2,Kharif,9,pulses
ludhiana,punjab,alluvial,71,54,49,34.1,60.2,7.3,80.7,Kharif,9,maize
ludhiana,punjab,alluvial,76,63,59,31.6,46.0,7.1,162.1,Rabi,2,wheat
lucknow,uttar_pradesh,alluvial,97,56,44,19.4,42.2,6.9,167.7,Kharif,7,sugarcane
lucknow,uttar_pradesh,alluvial,92,30,44,10.3,73.2,7.3,99.2,Rabi,12,wheat
kochi,kerala,loamy,75,59,65,28.2,77.5,6.0,340.2,Annual,12,pepper
nagpur,maharashtra,black,64,54,46,33.9,64.1,6.6,180.0,Annual,4,oranges
nagpur,maharashtra,black,88,47,50,19.8,44.7,6.6,195.9,Kharif,8,cotton
kochi,kerala,loamy,72,56,41,26.1,75.5,5.6,235.5,Annual,2,banana
jaipur,rajasthan,sandy,26,30,25,20.3,17.6,7.4,107.0,Kharif,6,bajra
chennai,tamil_nadu,clay,77,43,41,32.4,69.4,7.1,106.1,Annual,9,banana
ludhiana,punjab,alluvial,71,41,45,19.7,54.0,6.7,52.0,Kharif,9,sugarcane
mahendragarh,haryana,sandy_loam,43,38,35,15.1,30.7,7.7,145.2,Rabi,1,wheat
pune,maharashtra,black,50,50,37,31.6,64.2,6.4,193.3,Kharif,9,soybean
jaipur,rajasthan,sandy,43,26,22,33.2,28.7,7.7,36.4,Kharif,6,bajra
madurai,tamil_nadu,loamy,85,47,39,26.2,66.0,6.4,161.2,Annual,12,banana
kolkata,west_bengal,alluvial,84,39,44,31.4,82.5,6.5,217.6,Kharif,8,jute
kolkata,west_bengal,alluvial,79,38,44,24.7,70.8,6.5,255.7,Kharif,6,jute
lucknow,uttar_pradesh,alluvial,62,40,51,33.9,79.3,6.2,124.9,Kharif,7,sugarcane
madurai,tamil_nadu,loamy,86,34,61,32.3,70.6,6.4,195.3,Kharif,7,groundnut
ludhiana,punjab,alluvial,106,40,38,33.2,59.9,6.7,84.0,Rabi,11,wheat
kochi,kerala,loamy,62,50,63,27.8,80.9,6.2,298.2,Annual,8,banana
chennai,tamil_nadu,clay,104,59,46,26.7,74.3,6.2,198.0,Kharif,9,groundnut
thiruvananthapuram,kerala,laterite,82,55,38,28.0,86.5,6.0,247.4,Kharif,6,rice
thiruvananthapuram,kerala,laterite,63,47,55,24.8,84.7,5.0,186.8,Annual,5,coconut
ludhiana,punjab,alluvial,74,42,38,20.2,43.6,7.4,149.2,Kharif,7,rice
mahendragarh,haryana,sandy_loam,46,27,31,15.2,37.1,7.6,82.2,Rabi,1,gram
chennai,tamil_nadu,clay,103,50,42,30.0,65.5,6.4,160.5,Annual,1,banana
thiruvananthapuram,kerala,laterite,56,43,57,28.7,85.9,6.4,330.7,Annual,9,coconut
mahendragarh,haryana,sandy_loam,56,39,48,12.2,30.1,7.1,51.9,Rabi,11,mustard
lucknow,uttar_pradesh,alluvial,89,42,58,18.8,64.1,6.7,121.3,Kharif,6,sugarcane
jodhpur,rajasthan,sandy,46,13,15,37.0,27.8,8.2,12.0,Kharif,7,pulses
jodhpur,rajasthan,sandy,52,15,29,28.0,27.0,8.3,47.5,Kharif,6,pulses
kochi,kerala,loamy,92,37,73,27.4,88.5,5.8,240.7,Kharif,8,rice
nagpur,maharashtra,black,87,38,49,35.4,33.1,6.5,94.9,Annual,6,oranges
siliguri,west_bengal,laterite,79,37,36,18.9,65.6,6.3,266.7,Kharif,7,maize
jaipur,rajasthan,sandy,32,18,25,23.1,37.2,8.4,76.3,Kharif,9,bajra
jaipur,rajasthan,sandy,52,15,42,31.6,35.8,8.0,30.6,Rabi,1,barley
jaipur,rajasthan,sandy,52,32,42,29.3,17.0,7.4,114.9,Kharif,8,bajra
kolkata,west_bengal,alluvial,76,37,44,21.7,64.9,6.6,239.6,Kharif,9,jute
jaipur,rajasthan,sandy,60,23,35,21.5,38.7,7.3,61.3,Kharif,8,pulses
jodhpur,rajasthan,sandy,32,14,24,24.9,31.0,7.5,14.2,Kharif,7,millets
thiruvananthapuram,kerala,laterite,83,51,43,28.7,70.2,6.3,210.2,Kharif,6,rice
pune,maharashtra,black,62,51,65,24.1,42.5,6.2,137.4,Kharif,7,groundnut
madurai,tamil_nadu,loamy,59,51,39,33.2,53.6,6.8,146.9,Kharif,6,groundnut
ludhiana,punjab,alluvial,110,64,43,30.7,50.9,6.7,89.4,Kharif,7,rice
mahendragarh,haryana,sandy_loam,45,39,32,10.7,46.9,7.9,70.8,Rabi,11,mustard
chennai,tamil_nadu,clay,68,50,72,34.7,74.4,7.1,106.7,Annual,12,sugarcane
chennai,tamil_nadu,clay,91,59,44,29.2,55.9,6.1,94.4,Annual,5,banana
thiruvananthapuram,kerala,laterite,73,38,47,26.2,81.7,6.5,255.1,Kharif,6,rice
lucknow,uttar_pradesh,alluvial,79,57,65,22.2,59.5,7.1,219.5,Kharif,8,sugarcane
chennai,tamil_nadu,clay,103,54,48,29.6,57.7,6.7,138.2,Annual,9,banana
jodhpur,rajasthan,sandy,37,18,24,35.1,16.8,8.4,32.7,Kharif,8,millets
pune,maharashtra,black,72,39,47,30.7,53.1,6.4,96.9,Rabi,12,wheat
siliguri,west_bengal,laterite,79,44,60,16.8,79.2,5.4,287.4,Kharif,7,maize
kolkata,west_bengal,alluvial,77,40,46,31.2,77.5,6.2,250.4,Annual,9,tea
nagpur,maharashtra,black,73,54,61,21.3,55.9,6.5,94.4,Annual,4,oranges
jaipur,rajasthan,sandy,54,32,30,23.2,33.2,7.4,116.7,Kharif,8,pulses
lucknow,uttar_pradesh,alluvial,60,32,41,31.1,50.2,6.7,237.6,Kharif,9,sugarcane
jodhpur,rajasthan,sandy,32,18,16,43.6,28.8,8.0,17.6,Kharif,9,pulses
siliguri,west_bengal,laterite,58,29,40,16.6,79.0,6.5,158.2,Kharif,8,rice
ludhiana,punjab,alluvial,105,57,38,11.4,42.9,7.2,113.5,Kharif,6,maize
mahendragarh,haryana,sandy_loam,25,18,30,34.4,48.8,7.3,51.3,Rabi,11,gram
pune,maharashtra,black,85,41,50,17.9,54.4,6.3,90.8,Rabi,1,wheat
thiruvananthapuram,kerala,laterite,84,49,35,31.6,71.6,6.1,395.3,Annual,4,coconut
nagpur,maharashtra,black,66,42,66,22.0,48.4,6.2,84.3,Kharif,6,soybean
pune,maharashtra,black,50,37,54,23.3,65.1,6.8,122.5,Kharif,6,sorghum
pune,maharashtra,black,76,52,63,23.4,60.9,6.4,146.1,Kharif,6,cotton
siliguri,west_bengal,laterite,79,33,41,26.5,72.3,6.2,254.8,Annual,9,tea
kolkata,west_bengal,alluvial,76,49,52,31.7,78.2,6.4,246.6,Kharif,9,rice
chennai,tamil_nadu,clay,84,40,65,26.5,64.4,6.6,122.3,Annual,11,banana
nagpur,maharashtra,black,98,63,70,35.3,57.5,6.6,150.4,Kharif,9,cotton
ludhiana,punjab,alluvial,94,58,41,17.7,40.6,6.9,116.8,Kharif,6,sugarcane
siliguri,west_bengal,laterite,63,36,42,18.5,82.8,5.4,181.6,Annual,7,tea
pune,maharashtra,black,52,42,58,15.9,43.0,6.7,82.2,Rabi,12,wheat
chennai,tamil_nadu,clay,63,43,45,30.3,62.7,6.2,104.1,Annual,9,banana
siliguri,west_bengal,laterite,62,38,44,17.2,61.7,6.3,274.2,Kharif,7,rice
chennai,tamil_nadu,clay,71,44,75,29.6,67.7,6.3,82.9,Annual,12,banana
pune,maharashtra,black,54,54,41,20.1,62.4,6.5,169.1,Rabi,11,wheat
jodhpur,rajasthan,sandy,29,27,20,27.4,10.3,8.4,63.6,Kharif,7,pulses
jodhpur,rajasthan,sandy,45,14,20,23.1,14.7,7.6,70.3,Kharif,6,millets
lucknow,uttar_pradesh,alluvial,89,37,49,14.6,44.4,6.4,181.6,Rabi,1,wheat
thiruvananthapuram,kerala,laterite,74,34,35,26.3,79.5,5.7,345.9,Kharif,6,rice
jodhpur,rajasthan,sandy,53,21,40,35.3,31.6,8.2,62.6,Kharif,9,pulses
jodhpur,rajasthan,sandy,52,25,19,39.7,16.2,8.1,35.7,Kharif,7,pulses
nagpur,maharashtra,black,84,47,59,24.7,42.6,6.2,62.2,Kharif,9,cotton
siliguri,west_bengal,laterite,69,43,60,24.9,63.5,6.2,229.3,Kharif,7,maize
amritsar,punjab,alluvial,98,48,50,17.4,56.4,6.9,64.6,Rabi,12,wheat
amritsar,punjab,alluvial,85,70,39,30.3,62.7,6.8,46.4,Kharif,6,rice
jaipur,rajasthan,sandy,29,34,29,27.8,30.4,7.7,113.4,Rabi,2,barley
lucknow,uttar_pradesh,alluvial,82,40,41,18.1,60.3,6.0,79.2,Rabi,11,wheat
kochi,kerala,loamy,56,62,53,28.4,80.6,5.9,283.5,Annual,1,banana
chennai,tamil_nadu,clay,99,45,58,28.4,79.0,6.9,230.2,Kharif,8,groundnut
thiruvananthapuram,kerala,laterite,82,31,56,30.2,83.1,5.8,194.8,Annual,7,coconut
amritsar,punjab,alluvial,112,62,49,26.0,54.1,6.6,131.5,Kharif,8,rice
pune,maharashtra,black,67,42,49,15.8,45.6,7.0,87.2,Kharif,9,cotton
chennai,tamil_nadu,clay,69,48,75,30.8,84.7,6.3,248.5,Annual,7,sugarcane
amritsar,punjab,alluvial,100,65,37,12.7,62.5,6.7,120.7,Rabi,1,wheat
ludhiana,punjab,alluvial,91,59,53,34.4,65.5,7.5,88.7,Rabi,2,wheat
jodhpur,rajasthan,sandy,53,14,36,37.0,31.5,8.0,29.5,Kharif,8,pulses
chennai,tamil_nadu,clay,61,48,70,27.3,83.2,6.5,245.4,Annual,4,sugarcane
siliguri,west_bengal,laterite,64,50,43,16.4,63.7,5.3,306.7,Annual,10,tea
pune,maharashtra,black,56,52,69,24.6,49.4,6.4,139.3,Kharif,7,groundnut
nagpur,maharashtra,black,70,54,70,35.1,56.5,6.8,189.7,Kharif,7,cotton
mahendragarh,haryana,sandy_loam,52,19,33,21.8,21.2,7.9,35.4,Rabi,2,mustard
pune,maharashtra,black,75,48,48,22.7,64.7,6.3,145.5,Kharif,9,groundnut
amritsar,punjab,alluvial,108,50,53,16.8,37.5,6.6,135.5,Kharif,7,rice
mahendragarh,haryana,sandy_loam,56,17,49,34.3,52.3,7.6,148.9,Rabi,2,barley
mahendragarh,haryana,sandy_loam,27,19,29,34.6,34.7,7.7,127.5,Rabi,12,mustard
kolkata,west_bengal,alluvial,62,31,45,32.5,69.9,6.0,224.9,Annual,10,tea
mahendragarh,haryana,sandy_loam,37,40,25,32.4,53.0,7.5,54.8,Rabi,11,gram
nagpur,maharashtra,black,64,61,58,20.5,48.5,6.9,82.0,Annual,9,oranges
thiruvananthapuram,kerala,laterite,81,49,42,29.5,70.6,6.3,326.3,Kharif,6,tapioca
kochi,kerala,loamy,77,62,59,26.1,85.6,5.9,401.7,Annual,8,pepper
pune,maharashtra,black,63,37,64,17.8,40.4,6.1,142.3,Kharif,8,sorghum
ludhiana,punjab,alluvial,98,44,34,27.5,48.5,6.8,98.0,Kharif,6,rice
pune,maharashtra,black,77,43,42,32.7,58.4,6.7,162.1,Rabi,2,gram
nagpur,maharashtra,black,90,55,42,24.6,45.6,6.3,66.8,Annual,4,oranges
lucknow,uttar_pradesh,alluvial,71,56,50,22.1,78.7,7.2,223.9,Rabi,2,wheat
jaipur,rajasthan,sandy,52,36,30,41.1,37.5,8.3,38.4,Kharif,8,bajra
lucknow,uttar_pradesh,alluvial,86,32,50,32.8,53.4,6.1,86.7,Kharif,8,rice
jodhpur,rajasthan,sandy,32,33,20,31.2,33.1,8.1,59.8,Kharif,8,pulses
thiruvananthapuram,kerala,laterite,71,30,38,27.9,84.8,5.8,226.4,Kharif,8,tapioca
kolkata,west_bengal,alluvial,87,53,63,27.1,75.9,6.9,298.9,Annual,11,tea
chennai,tamil_nadu,clay,87,59,42,29.5,76.6,6.8,171.6,Annual,4,banana
thiruvananthapuram,kerala,laterite,68,40,35,27.3,81.3,6.2,284.4,Annual,1,coconut
siliguri,west_bengal,laterite,84,35,53,17.9,66.6,6.3,320.4,Kharif,7,rice
lucknow,uttar_pradesh,alluvial,85,38,35,23.8,41.6,7.4,145.4,Kharif,8,rice
siliguri,west_bengal,laterite,56,27,60,25.4,73.4,6.3,338.0,Annual,7,tea
mahendragarh,haryana,sandy_loam,28,30,38,15.3,46.5,7.3,35.1,Rabi,1,gram
pune,maharashtra,black,61,47,47,15.3,50.0,6.3,94.4,Kharif,8,groundnut
jaipur,rajasthan,sandy,33,38,43,25.7,34.7,8.0,61.6,Kharif,6,bajra
siliguri,west_bengal,laterite,60,36,38,24.9,67.2,6.5,288.3,Annual,12,tea
madurai,tamil_nadu,loamy,59,33,62,34.2,73.8,6.1,187.8,Annual,2,sugarcane
thiruvananthapuram,kerala,laterite,57,54,49,26.7,79.0,6.3,297.6,Annual,3,coconut
jodhpur,rajasthan,sandy,37,35,17,29.8,12.8,7.7,66.5,Kharif,9,millets
jodhpur,rajasthan,sandy,25,12,20,25.2,14.8,8.3,47.4,Kharif,6,pulses
jaipur,rajasthan,sandy,26,25,32,37.4,28.0,8.2,97.6,Kharif,8,pulses
siliguri,west_bengal,laterite,61,44,55,21.3,74.7,6.0,345.2,Annual,3,tea
kochi,kerala,loamy,86,65,69,26.7,84.6,5.7,210.5,Annual,11,coconut
jaipur,rajasthan,sandy,47,15,41,40.5,34.5,7.6,103.8,Kharif,6,bajra
kolkata,west_bengal,alluvial,64,33,59,27.3,83.0,6.6,205.2,Kharif,6,jute
jodhpur,rajasthan,sandy,22,35,35,29.0,19.4,8.3,30.5,Kharif,6,pulses
lucknow,uttar_pradesh,alluvial,79,51,65,36.0,67.8,7.2,249.9,Kharif,6,rice
nagpur,maharashtra,black,64,51,63,19.4,42.3,6.3,63.2,Kharif,9,soybean
nagpur,maharashtra,black,105,37,48,34.8,54.1,6.9,110.8,Kharif,7,soybean
ludhiana,punjab,alluvial,90,68,33,12.9,46.4,7.3,84.7,Kharif,8,maize
nagpur,maharashtra,black,105,52,74,23.3,52.1,6.3,185.3,Kharif,6,soybean
thiruvananthapuram,kerala,laterite,76,32,56,26.7,83.3,5.2,200.7,Kharif,8,rice
chennai,tamil_nadu,clay,90,36,70,33.7,67.2,6.2,107.0,Annual,2,sugarcane
jodhpur,rajasthan,sandy,41,15,20,36.3,27.1,8.4,54.2,Kharif,6,millets
mahendragarh,haryana,sandy_loam,33,20,43,33.9,54.6,7.5,148.7,Rabi,12,mustard
mahendragarh,haryana,sandy_loam,37,30,37,15.9,37.2,7.6,70.5,Rabi,1,gram
lucknow,uttar_pradesh,alluvial,82,34,47,35.3,56.5,6.9,111.2,Kharif,8,sugarcane
chennai,tamil_nadu,clay,86,43,71,24.0,58.4,6.9,207.0,Annual,12,sugarcane
kochi,kerala,loamy,66,37,55,24.9,75.6,6.5,386.2,Annual,10,coconut
kochi,kerala,loamy,63,43,57,30.7,83.6,6.2,379.3,Kharif,9,rice
lucknow,uttar_pradesh,alluvial,86,33,45,15.4,45.8,7.1,209.3,Kharif,6,sugarcane
lucknow,uttar_pradesh,alluvial,86,42,56,23.5,51.0,7.0,223.0,Rabi,1,wheat
amritsar,punjab,alluvial,92,46,62,24.3,63.4,6.7,98.7,Rabi,2,wheat
nagpur,maharashtra,black,76,35,67,26.3,32.5,6.9,68.3,Kharif,6,soybean
jaipur,rajasthan,sandy,38,28,23,39.4,19.2,7.4,62.6,Kharif,8,pulses
mahendragarh,haryana,sandy_loam,54,26,29,26.1,38.0,7.7,55.8,Rabi,11,mustard
jaipur,rajasthan,sandy,35,30,27,29.6,19.0,8.2,84.5,Rabi,1,barley
siliguri,west_bengal,laterite,71,45,39,16.4,78.0,5.8,288.0,Annual,9,tea
nagpur,maharashtra,black,79,58,65,18.4,52.7,6.9,93.8,Annual,9,oranges
nagpur,maharashtra,black,102,64,75,33.4,53.0,6.9,189.1,Kharif,7,soybean
madurai,tamil_nadu,loamy,50,34,65,22.3,69.2,6.8,138.8,Annual,9,banana
kolkata,west_bengal,alluvial,66,35,43,30.3,81.6,6.4,245.3,Kharif,9,rice
nagpur,maharashtra,black,100,47,62,19.7,48.9,6.2,94.3,Annual,4,oranges
mahendragarh,haryana,sandy_loam,55,39,27,23.3,39.7,7.4,93.1,Kharif,8,bajra
kochi,kerala,loamy,91,38,54,26.9,75.7,6.0,333.7,Kharif,6,rice
kochi,kerala,loamy,98,65,68,29.0,78.3,5.7,292.7,Kharif,6,rice
mahendragarh,haryana,sandy_loam,51,18,28,26.1,55.6,7.9,32.2,Kharif,6,bajra
pune,maharashtra,black,55,55,51,30.0,53.8,6.6,166.5,Rabi,11,wheat
mahendragarh,haryana,sandy_loam,59,20,41,28.9,49.1,7.9,83.6,Rabi,1,mustard
pune,maharashtra,black,56,32,67,26.1,67.4,6.3,119.8,Kharif,8,groundnut
kolkata,west_bengal,alluvial,77,52,45,20.4,62.9,6.6,123.8,Kharif,9,jute
nagpur,maharashtra,black,70,42,42,31.2,37.8,6.2,78.6,Kharif,7,cotton
jaipur,rajasthan,sandy,39,34,24,20.7,36.8,8.1,56.7,Kharif,9,bajra
thiruvananthapuram,kerala,laterite,77,34,57,24.5,86.2,5.7,181.7,Annual,11,coconut
kolkata,west_bengal,alluvial,81,43,43,21.2,64.7,6.1,194.7,Kharif,7,rice
siliguri,west_bengal,laterite,81,30,43,24.3,77.8,6.3,256.2,Annual,12,tea
chennai,tamil_nadu,clay,88,40,74,31.9,61.5,6.7,109.3,Annual,6,banana
lucknow,uttar_pradesh,alluvial,80,38,54,15.6,69.3,7.2,63.8,Rabi,1,wheat
siliguri,west_bengal,laterite,79,42,49,27.1,81.9,5.2,288.9,Kharif,9,rice
mahendragarh,haryana,sandy_loam,60,30,32,32.7,43.2,7.7,37.6,Rabi,11,barley
jodhpur,rajasthan,sandy,28,17,16,33.2,28.2,8.4,26.9,Kharif,7,millets
jodhpur,rajasthan,sandy,53,27,17,27.7,20.0,7.6,22.5,Kharif,8,millets
siliguri,west_bengal,laterite,59,50,60,17.9,75.9,5.8,275.0,Kharif,7,rice
ludhiana,punjab,alluvial,90,54,35,26.4,69.8,6.8,55.0,Kharif,6,sugarcane
mahendragarh,haryana,sandy_loam,26,17,30,14.1,49.7,7.6,30.5,Rabi,11,wheat
kochi,kerala,loamy,61,58,74,28.5,75.9,6.1,442.2,Annual,8,coconut
mahendragarh,haryana,sandy_loam,45,27,41,12.9,56.6,7.6,117.8,Rabi,1,barley
nagpur,maharashtra,black,94,61,49,28.8,53.1,6.5,128.8,Kharif,6,cotton
thiruvananthapuram,kerala,laterite,61,54,44,28.0,84.2,5.5,283.2,Kharif,7,rice
jodhpur,rajasthan,sandy,21,11,34,23.1,29.9,8.4,36.5,Kharif,9,pulses
madurai,tamil_nadu,loamy,73,53,51,25.6,53.7,6.4,97.2,Annual,2,banana
siliguri,west_bengal,laterite,71,32,45,19.8,61.2,5.5,184.0,Annual,5,tea
chennai,tamil_nadu,clay,95,57,42,31.5,56.6,6.3,149.7,Kharif,6,groundnut
lucknow,uttar_pradesh,alluvial,99,41,60,36.0,70.9,7.2,241.1,Kharif,9,sugarcane
lucknow,uttar_pradesh,alluvial,68,32,36,17.0,41.9,6.2,134.4,Kharif,7,sugarcane
lucknow,uttar_pradesh,alluvial,95,59,51,29.2,50.5,7.1,242.8,Kharif,6,sugarcane
madurai,tamil_nadu,loamy,80,45,63,34.1,62.9,6.4,186.9,Annual,9,sugarcane
jodhpur,rajasthan,sandy,37,17,19,36.8,14.2,7.9,57.5,Kharif,9,millets
kochi,kerala,loamy,91,49,66,26.1,75.3,6.4,389.1,Annual,9,coconut
amritsar,punjab,alluvial,83,43,44,32.0,42.6,7.0,44.9,Kharif,9,rice
siliguri,west_bengal,laterite,60,36,59,19.9,67.3,6.3,187.3,Kharif,9,rice
thiruvananthapuram,kerala,laterite,71,47,56,25.5,73.5,6.3,340.4,Kharif,8,rice
madurai,tamil_nadu,loamy,74,39,48,32.3,71.6,6.5,214.4,Annual,8,sugarcane
jodhpur,rajasthan,sandy,26,21,22,34.2,25.0,7.7,78.8,Kharif,7,millets
kolkata,west_bengal,alluvial,74,49,62,20.9,80.6,6.0,243.6,Annual,3,tea
mahendragarh,haryana,sandy_loam,38,21,26,34.2,53.0,7.2,88.4,Kharif,7,bajra
chennai,tamil_nadu,clay,85,58,54,33.7,79.2,6.1,200.9,Kharif,6,groundnut
jaipur,rajasthan,sandy,32,32,21,33.3,21.0,7.9,83.1,Kharif,9,pulses
pune,maharashtra,black,58,42,55,34.0,36.4,6.4,64.9,Kharif,7,groundnut
ludhiana,punjab,alluvial,90,52,33,20.5,55.0,6.9,132.9,Rabi,2,wheat
lucknow,uttar_pradesh,alluvial,60,59,40,15.4,41.1,7.2,171.4,Kharif,6,sugarcane
kolkata,west_bengal,alluvial,77,34,59,27.3,60.4,6.7,180.1,Kharif,6,jute
madurai,tamil_nadu,loamy,66,53,44,32.7,64.9,7.0,207.1,Kharif,9,groundnut
mahendragarh,haryana,sandy_loam,50,26,39,29.8,25.4,7.1,60.5,Rabi,12,gram
ludhiana,punjab,alluvial,76,57,39,14.1,51.9,7.0,175.7,Rabi,1,wheat
chennai,tamil_nadu,clay,72,40,50,35.3,73.2,6.8,92.5,Annual,7,sugarcane
jaipur,rajasthan,sandy,46,28,22,22.0,43.0,8.0,105.7,Rabi,1,barley
nagpur,maharashtra,black,62,61,63,29.3,61.1,6.3,128.9,Kharif,9,cotton
siliguri,west_bengal,laterite,85,50,58,15.6,77.3,5.2,175.8,Kharif,9,rice
thiruvananthapuram,kerala,laterite,62,31,51,31.1,76.5,5.6,313.6,Kharif,6,rice
lucknow,uttar_pradesh,alluvial,69,51,49,11.9,77.6,6.3,241.0,Kharif,9,rice
thiruvananthapuram,kerala,laterite,71,41,36,30.5,79.2,5.3,305.8,Kharif,8,rice
jaipur,rajasthan,sandy,52,39,37,34.2,19.3,7.3,72.4,Kharif,9,pulses
nagpur,maharashtra,black,67,42,59,34.1,30.2,6.5,122.6,Kharif,6,soybean
pune,maharashtra,black,65,45,70,29.0,53.5,6.4,89.7,Kharif,8,sorghum
madurai,tamil_nadu,loamy,57,31,38,30.7,61.3,6.7,164.8,Annual,10,banana
mahendragarh,haryana,sandy_loam,29,40,29,17.1,27.3,7.0,149.4,Rabi,1,gram
nagpur,maharashtra,black,85,59,66,31.8,52.9,6.4,169.3,Annual,3,oranges
nagpur,maharashtra,black,98,59,69,19.6,50.9,6.1,169.7,Annual,11,oranges
chennai,tamil_nadu,clay,69,45,46,27.5,78.2,7.3,176.8,Kharif,7,groundnut
thiruvananthapuram,kerala,laterite,62,33,40,30.7,84.5,5.3,351.7,Kharif,7,rice
thiruvananthapuram,kerala,laterite,86,47,65,31.5,77.3,6.0,397.8,Annual,7,coconut
jaipur,rajasthan,sandy,32,29,44,29.2,41.7,8.0,37.4,Kharif,9,bajra
pune,maharashtra,black,83,49,49,21.2,58.2,6.9,151.0,Kharif,7,sorghum
jodhpur,rajasthan,sandy,38,10,26,43.1,36.6,7.6,20.0,Kharif,6,millets
kochi,kerala,loamy,56,65,49,26.8,86.4,6.0,236.7,Annual,6,pepper
madurai,tamil_nadu,loamy,85,42,53,26.9,60.2,6.1,196.1,Annual,2,banana
mahendragarh,haryana,sandy_loam,52,18,41,30.8,55.3,7.8,124.9,Rabi,2,gram
kolkata,west_bengal,alluvial,89,54,43,23.5,65.8,6.3,217.5,Annual,6,tea
pune,maharashtra,black,82,38,37,31.2,64.1,6.2,165.3,Rabi,1,wheat
mahendragarh,haryana,sandy_loam,50,27,22,35.0,24.7,8.0,70.3,Rabi,2,wheat
pune,maharashtra,black,92,36,56,30.6,63.8,6.0,192.3,Kharif,6,cotton
siliguri,west_bengal,laterite,74,45,43,16.0,75.7,5.1,297.5,Kharif,6,maize
mahendragarh,haryana,sandy_loam,36,35,36,14.9,43.3,7.4,73.4,Rabi,2,mustard
amritsar,punjab,alluvial,84,60,43,14.0,61.9,6.9,111.9,Rabi,1,wheat
siliguri,west_bengal,laterite,77,39,39,24.4,79.1,5.6,176.0,Annual,1,tea
amritsar,punjab,alluvial,105,65,37,26.4,49.8,7.1,96.9,Kharif,6,rice
siliguri,west_bengal,laterite,73,47,54,15.9,79.4,5.0,337.3,Annual,3,tea
madurai,tamil_nadu,loamy,54,36,41,24.6,55.8,6.9,213.6,Kharif,8,groundnut
kolkata,west_bengal,alluvial,66,41,52,21.5,76.3,6.1,121.9,Kharif,7,jute
lucknow,uttar_pradesh,alluvial,65,49,40,10.0,44.5,7.1,105.2,Kharif,6,rice
jodhpur,rajasthan,sandy,49,25,32,34.6,20.3,7.6,25.3,Kharif,7,pulses
ludhiana,punjab,alluvial,86,58,31,27.6,45.1,7.1,57.2,Kharif,8,maize
lucknow,uttar_pradesh,alluvial,92,31,61,12.5,51.0,7.5,104.9,Rabi,1,wheat
pune,maharashtra,black,56,42,65,25.1,67.5,6.9,163.7,Rabi,1,gram
